"RETURN_ID","ORDER_ITEM_ID","PRODUCT_KEY","STORE_KEY","CUSTOMER_KEY","DATE_KEY","REFUND_AMOUNT","QTY_RETURNED","UNIT_PRICE","TOTAL_LOST","HAS_PROMOTION"
14659,254771,4763,91,21319,20211202,225,2,1130,2260,1
14660,393594,1385,74,46780,20200621,4772,1,2068,2068,1
14661,283009,2410,100,18214,20200725,4355,3,4942,14826,1
14662,212330,8964,82,46081,20200530,513,2,2547,5094,1
14663,11424,4907,10,9872,20230102,4444,4,4628,18512,1
14664,291615,2139,22,25986,20211010,2556,4,1547,6188,1
14665,205949,4769,37,5867,20200801,205,2,1548,3096,1
14666,392684,8350,6,24874,20200523,3391,2,4065,8130,1
14667,555998,8631,38,3692,20220223,3286,2,2371,4742,1
14668,499732,5063,97,2283,20221128,2092,2,213,426,1
14669,338871,1300,73,42577,20210819,2585,1,1608,1608,1
14670,257076,9005,90,27960,20230401,2721,3,4580,13740,1
14671,421004,7496,76,24677,20220814,1878,3,4264,12792,1
14672,17181,4298,16,27155,20220314,2382,2,2605,5210,1
14673,510562,7073,74,6515,20230423,3550,2,2304,4608,1
14674,314586,2170,35,43016,20220203,1569,2,1817,3634,1
14675,261315,7727,19,14837,20220522,4646,4,208,832,1
14676,208363,9216,63,2512,20231231,585,1,996,996,1
14677,467508,3716,42,13632,20211221,1323,1,3549,3549,1
14678,84472,729,61,5441,20211123,2358,2,761,1522,1
14679,60500,3791,73,31828,20220824,1539,1,387,387,1
14680,494661,6019,51,49131,20230923,3933,3,4537,13611,1
14681,488840,7554,71,34647,20211106,902,2,4482,8964,1
14682,215660,2025,80,11101,20230709,3529,2,896,1792,1
14683,235774,9634,75,41497,20210305,3768,3,1838,5514,1
14684,395320,5342,16,9492,20221107,1630,4,2805,11220,1
14685,255060,5944,92,16565,20240101,1043,3,4286,12858,1
14686,429045,6398,10,44373,20231206,4930,4,1263,5052,1
14687,203156,2228,80,14617,20200219,2640,3,836,2508,1
14688,462225,6821,78,42164,20231224,3480,4,1167,4668,1
14689,457702,6156,29,31710,20220309,2597,2,4056,8112,1
14690,1852,3467,21,19523,20230621,505,2,3287,6574,1
14691,581934,2090,83,17127,20200729,2053,2,2712,5424,1
14692,187131,8775,32,45183,20200722,224,1,3527,3527,1
14693,431998,1742,61,15476,20230413,641,3,4040,12120,1
14694,392761,450,20,8260,20201010,3564,1,2583,2583,1
14695,366608,2452,25,42645,20220204,2424,3,3002,9006,1
14696,287258,5491,98,14533,20201113,4321,2,857,1714,1
14697,89930,2468,13,44986,20201123,4059,2,1454,2908,1
14698,264274,6635,62,14913,20231118,2439,1,1817,1817,1
14699,337585,6697,97,5022,20200726,2533,2,2960,5920,1
14700,509287,4705,67,18516,20210304,4064,2,3766,7532,1
14701,528236,3315,87,35653,20200306,1909,4,3850,15400,1
14702,19532,4660,15,46254,20200820,1431,2,4322,8644,1
14703,438046,2377,44,16788,20211215,2703,3,4192,12576,1
14704,226561,271,88,6614,20210619,472,4,2276,9104,1
14705,44968,7236,41,49595,20231121,433,2,3626,7252,1
14706,239415,5357,58,9809,20210705,460,1,1577,1577,1
14707,381962,2935,28,42526,20210319,3939,3,288,864,1
14708,220520,565,39,32885,20230512,3469,1,772,772,1
14709,329372,2067,29,20128,20211003,2989,2,1977,3954,1
14710,551131,7181,2,26839,20210819,4048,1,2010,2010,1
14711,595155,6892,14,25715,20220410,1416,4,3405,13620,1
14712,327369,9777,25,33627,20200330,3819,1,2861,2861,1
14713,306859,534,59,41780,20200609,4707,4,1149,4596,1
14714,196855,5049,15,19589,20230406,1438,3,2472,7416,1
14715,50556,7372,52,40805,20200702,4331,2,842,1684,1
14716,357807,9901,7,13965,20201017,910,2,4281,8562,1
14717,138354,4866,83,10809,20200502,3013,4,657,2628,1
14718,26186,1845,6,28418,20200815,3362,2,3661,7322,1
14719,380205,4622,46,13492,20230519,2020,4,3558,14232,1
14720,387915,6158,31,1116,20210602,3983,1,4024,4024,1
14721,574799,880,53,28911,20200714,3800,2,1777,3554,1
14722,562905,367,6,9278,20220401,272,4,1662,6648,1
14723,584378,8346,43,17666,20220508,3997,1,761,761,1
14724,418360,4253,72,13624,20220830,2731,2,4742,9484,1
14725,160245,1791,25,22415,20231013,932,3,891,2673,1
14726,280453,5744,81,49275,20230304,3947,2,1178,2356,1
14727,358280,9218,60,18149,20210219,3888,2,955,1910,1
14728,44053,3650,19,19839,20220115,891,1,544,544,1
14729,12890,5771,31,6681,20200916,525,4,1726,6904,1
14730,451345,4388,7,4048,20220415,2436,1,4368,4368,1
14731,357913,3973,90,13213,20200419,2302,3,4368,13104,1
14732,477301,1447,83,44973,20211019,1115,4,1227,4908,1
14733,223505,6559,75,6593,20230704,1973,4,1883,7532,1
14734,498330,8888,34,45786,20220308,4753,4,2915,11660,1
14735,587040,3553,85,36490,20200819,4013,4,3322,13288,1
14736,16313,6627,37,32659,20230903,1800,3,2612,7836,1
14737,407395,580,98,47283,20200607,3394,4,3437,13748,1
14738,337533,2468,34,27925,20220127,1800,2,4457,8914,1
14739,496637,8865,2,29067,20200928,405,4,2897,11588,1
14740,537658,5702,16,33175,20230920,4365,3,4448,13344,1
14741,388561,5080,1,11590,20200521,3771,2,2851,5702,1
14742,174339,2100,61,14468,20230719,2280,1,4203,4203,1
14743,70068,7482,61,15570,20201007,283,4,1910,7640,1
14744,278768,7360,70,49529,20230703,3647,1,1885,1885,1
14745,92944,8354,91,2024,20220715,1114,3,3136,9408,1
14746,41464,2508,24,3667,20200912,4542,2,4989,9978,1
14747,431457,1931,93,9580,20231102,1259,1,651,651,1
14748,550760,5110,78,8478,20210703,1014,1,1554,1554,1
14749,181638,7560,26,39239,20220822,1324,3,431,1293,1
14750,194485,1586,15,48756,20220301,1699,3,2889,8667,1
14751,435293,7907,91,25107,20230311,489,2,1306,2612,1
14752,519183,6613,28,46808,20200321,3973,4,794,3176,1
14753,130043,3,14,29997,20200101,2978,3,1587,4761,1
14754,419263,7085,2,33024,20210630,3712,2,4380,8760,1
14755,396992,170,72,47972,20231007,876,3,2699,8097,1
14756,190821,2044,80,22906,20210214,4350,1,1458,1458,1
14757,543548,8536,60,48474,20220723,4202,3,492,1476,1
14758,228708,6357,14,18426,20200702,1242,4,398,1592,1
14759,526170,6102,15,17360,20200424,1574,3,4601,13803,1
14760,506223,8572,57,38548,20200918,4325,4,4919,19676,1
14761,336626,9143,98,19870,20201213,2332,2,2163,4326,1
14762,255032,3694,46,44586,20230517,3222,2,4188,8376,1
14763,88047,9519,19,2841,20201028,2373,3,1401,4203,1
14764,463415,5853,1,2724,20220512,1612,1,3955,3955,1
14765,315074,3050,45,22417,20230402,3299,1,3062,3062,1
14766,382026,992,36,28407,20220904,160,1,2534,2534,1
14767,79601,8627,16,17349,20200110,4207,3,1922,5766,1
14768,157695,2382,68,12634,20210427,4178,4,3553,14212,1
14769,496455,838,40,9475,20230930,58,2,4365,8730,1
14770,57347,659,19,42991,20230321,1577,4,4480,17920,1
14771,477832,9808,91,13531,20230208,3118,4,957,3828,1
14772,374482,6712,23,5634,20221010,4442,1,942,942,1
14773,167003,2941,28,18602,20211201,2942,3,2316,6948,1
14774,160200,6630,76,41193,20221221,508,3,3142,9426,1
14775,110667,8515,40,10908,20200117,2713,3,2169,6507,1
14776,253457,7101,2,31329,20231107,3332,3,3802,11406,1
14777,292285,581,22,35296,20220418,2554,1,3223,3223,1
14778,337117,5785,54,37027,20220510,4116,4,4893,19572,1
14779,81073,8535,31,34511,20210516,4476,2,4389,8778,1
14780,496867,41,51,43422,20211008,3454,1,4428,4428,1
14781,477870,1797,51,44340,20210916,3403,3,2941,8823,1
14782,139190,3240,31,1571,20220604,930,2,105,210,1
14783,262027,2677,65,33407,20210928,4766,2,2729,5458,1
14784,226948,3088,62,7864,20210117,1676,3,1264,3792,1
14785,505686,9270,6,30127,20200125,4790,2,2115,4230,1
14786,375374,5488,40,47843,20211023,4193,4,117,468,1
14787,573028,5316,55,37470,20231105,1541,1,2708,2708,1
14788,24481,8280,27,19662,20210415,624,1,1234,1234,1
14789,494785,5922,14,3608,20201114,857,1,2572,2572,1
14790,341671,4189,5,26661,20231014,4033,4,2702,10808,1
14791,388757,1479,42,26780,20200526,4827,3,4955,14865,1
14792,89194,4167,80,6831,20231208,4761,1,2126,2126,1
14793,543148,6092,46,40167,20201119,1992,1,738,738,1
14794,586115,8454,80,38654,20220427,2035,2,4685,9370,1
14795,556678,2690,91,32584,20220726,3721,4,2468,9872,1
14796,69298,7783,13,34009,20210829,3305,2,832,1664,1
14797,569461,5561,54,45795,20220806,3061,1,3789,3789,1
14798,497560,6520,82,30058,20230929,440,3,3376,10128,1
14799,398790,2966,33,40250,20230426,4792,1,717,717,1
14800,51557,7256,32,20886,20200817,4080,1,887,887,1
14801,41143,1709,65,9805,20210820,1534,2,2947,5894,1
14802,516386,4819,13,24178,20210619,249,3,3164,9492,1
14803,532525,6073,45,22621,20220310,4408,4,3261,13044,1
14804,291424,1656,26,46113,20201128,4158,4,1549,6196,1
14805,291419,7689,76,45866,20200207,3349,3,3826,11478,1
14806,295290,2215,87,27646,20210815,492,3,4922,14766,1
14807,474551,517,66,1270,20231214,2625,1,1478,1478,1
14808,141891,1474,62,972,20200213,1301,3,4966,14898,1
14809,404884,215,52,9851,20230428,351,2,4906,9812,1
14810,76340,2551,57,28619,20211026,1474,3,4044,12132,1
14811,63083,9194,91,45611,20200112,2583,2,1005,2010,1
14812,558754,1307,34,26715,20220629,1224,3,3046,9138,1
14813,587495,8758,94,33944,20210806,4029,3,1155,3465,1
14814,166180,911,63,30412,20201029,4575,2,4612,9224,1
14815,495001,8089,20,3725,20230728,2053,1,4128,4128,1
14816,86485,1628,59,11201,20200914,2529,4,1322,5288,1
14817,316619,796,38,19384,20230405,4606,1,2098,2098,1
14818,522267,7052,45,11785,20230220,2787,2,4604,9208,1
14819,487880,1781,23,28157,20220312,578,2,2129,4258,1
14820,154713,2685,84,14747,20210609,3562,1,1159,1159,1
14821,276255,3724,69,9818,20200305,4340,4,1771,7084,1
14822,458790,1434,27,421,20211109,2005,3,1195,3585,1
14823,299517,2980,96,27756,20200725,3108,1,3899,3899,1
14824,119733,1501,78,26502,20220813,1803,1,4604,4604,1
14825,469667,3854,28,14632,20230911,3931,4,1490,5960,1
14826,484342,3845,68,8606,20200507,4743,2,2848,5696,1
14827,532188,8834,14,17921,20201201,2504,1,3542,3542,1
14828,262915,772,49,4983,20230618,981,3,1579,4737,1
14829,471524,2443,17,43165,20230328,2804,4,4329,17316,1
14830,373559,3940,28,13265,20200620,1247,3,1008,3024,1
14831,72367,6805,65,5004,20220914,1239,4,480,1920,1
14832,221244,2259,42,31176,20200610,2631,3,773,2319,1
14833,172318,134,87,15867,20210810,858,3,4561,13683,1
14834,162351,8555,3,45004,20230324,3222,3,2514,7542,1
14835,502014,6812,87,20071,20210512,3300,2,3358,6716,1
14836,372304,3366,34,17157,20230531,1080,4,4558,18232,1
14837,159943,782,91,18064,20211117,2664,3,4165,12495,1
14838,97976,3307,22,3795,20230920,1947,2,2540,5080,1
14839,161710,3280,79,44987,20230320,855,3,1591,4773,1
14840,325277,6552,34,49426,20230328,4674,2,2401,4802,1
14841,594127,9935,7,46869,20200329,3959,2,3954,7908,1
14842,273315,6483,76,13200,20210921,1779,3,1366,4098,1
14843,557253,2665,45,9056,20210609,1801,4,1524,6096,1
14844,331876,7140,88,29988,20230521,1488,3,3438,10314,1
14845,464158,6974,42,5764,20200325,3872,2,759,1518,1
14846,349446,1736,60,26736,20230224,4846,1,4708,4708,1
14847,269156,4274,67,27997,20231130,2020,4,658,2632,1
14848,179365,5396,58,5262,20201108,3579,2,1148,2296,1
14849,267460,8424,1,48986,20220331,4420,2,3785,7570,1
14850,413988,911,97,3152,20211121,1132,1,3670,3670,1
14851,539302,8626,63,9430,20220611,3348,4,3205,12820,1
14852,490124,4682,88,18467,20200714,3820,2,720,1440,1
14853,256454,6484,37,2725,20220222,1011,3,2270,6810,1
14854,559987,6262,68,33450,20210412,2180,1,3312,3312,1
14855,310675,1868,99,27378,20221020,2734,2,3319,6638,1
14856,540516,8675,55,26574,20221130,2345,2,3988,7976,1
14857,165956,6067,54,11684,20220304,4914,4,4196,16784,1
14858,281802,2241,99,8008,20211218,3907,1,3256,3256,1
14859,214975,8700,13,48465,20200808,1202,4,4196,16784,1
14860,491437,490,7,14045,20210909,1319,1,4645,4645,1
14861,291528,1519,82,20671,20211005,4822,2,355,710,1
14862,560993,9258,42,9292,20220402,1425,3,1749,5247,1
14863,242653,7142,69,18992,20210207,4758,1,587,587,1
14864,134199,4297,26,33599,20211210,3221,3,2250,6750,1
14865,422533,9659,60,16563,20230829,1297,4,2147,8588,1
14866,105017,7678,32,29381,20200320,400,1,1753,1753,1
14867,519406,1996,3,32167,20201021,3396,4,1406,5624,1
14868,282227,1165,34,35837,20200305,2248,3,4190,12570,1
14869,272217,9734,78,21320,20220420,1557,1,3103,3103,1
14870,315326,2364,95,36777,20230118,1801,3,2143,6429,1
14871,426041,8751,48,22555,20200627,1146,4,2258,9032,1
14872,374750,4011,91,2811,20230629,3500,2,2521,5042,1
14873,505956,2920,20,1289,20201130,3001,1,3965,3965,1
14874,357873,9989,33,1161,20220118,3246,4,1991,7964,1
14875,300433,7090,56,28204,20221109,3679,1,2937,2937,1
14876,327224,9979,66,22923,20220712,2872,1,3431,3431,1
14877,276458,463,33,35290,20220502,121,2,553,1106,1
14878,449079,7504,3,11605,20220116,421,3,1191,3573,1
14879,567710,4361,16,33253,20230831,2963,3,4489,13467,1
14880,35295,2288,66,12601,20210406,3261,3,4792,14376,1
14881,237121,3093,45,34851,20210730,2557,4,209,836,1
14882,431524,656,25,45009,20200111,615,4,2074,8296,1
14883,272776,3245,54,5115,20220926,748,3,922,2766,1
14884,13206,7422,48,27241,20200416,1908,2,2300,4600,1
14885,233067,2451,76,14638,20231109,176,2,752,1504,1
14886,186446,4143,73,23975,20210921,4864,4,229,916,1
14887,239333,4096,86,44180,20220516,666,4,2226,8904,1
14888,360267,2640,31,21009,20221129,1915,1,4222,4222,1
14889,176493,6798,46,35508,20230829,2076,4,3905,15620,1
14890,26682,551,92,18375,20211223,3011,1,4504,4504,1
14891,19416,8193,67,35333,20211005,3632,1,1000,1000,1
14892,588260,1988,64,30104,20220924,2873,1,1848,1848,1
14893,313305,4066,3,6159,20200926,4189,2,2390,4780,1
14894,63122,9033,99,39092,20230501,391,1,4020,4020,1
14895,91150,6788,3,4203,20221021,3860,4,3810,15240,1
14896,193119,4878,15,15788,20200129,346,4,4704,18816,1
14897,356179,4757,9,35389,20220814,2746,3,4795,14385,1
14898,428878,5475,65,12565,20200925,2077,3,1115,3345,1
14899,580326,5572,88,29491,20200222,1367,3,4594,13782,1
14900,381465,9790,14,1838,20220207,3418,4,3275,13100,1
14901,357132,8965,78,10525,20220901,103,1,4654,4654,1
14902,298360,4977,15,28114,20210120,2983,2,637,1274,1
14903,309267,1985,34,31764,20230614,4319,1,639,639,1
14904,568867,3697,97,27016,20200601,654,2,1167,2334,1
14905,550922,6183,61,45117,20201214,861,4,2140,8560,1
14906,515167,293,34,9544,20200104,2466,4,1020,4080,1
14907,295805,8517,26,4848,20220416,4387,2,3193,6386,1
14908,408390,8211,12,2263,20210421,1693,3,803,2409,1
14909,563232,4506,100,42323,20210616,648,1,2382,2382,1
14910,204972,8099,84,16623,20220712,3469,2,4080,8160,1
14911,190248,8863,75,12240,20231029,939,2,3559,7118,1
14912,127721,9121,24,1671,20211126,3389,2,3905,7810,1
14913,440033,3577,28,3300,20210620,1534,1,1622,1622,1
14914,138116,9926,89,23026,20230102,4039,3,3012,9036,1
14915,528287,6339,47,17157,20200918,1214,1,4755,4755,1
14916,504526,5113,17,45948,20220430,4014,3,4888,14664,1
14917,362968,6394,81,13406,20200120,1791,3,4981,14943,1
14918,406113,2355,58,18379,20220117,4959,4,3648,14592,1
14919,463483,5792,17,168,20220906,2487,4,1858,7432,1
14920,573150,1510,93,3050,20220215,408,1,247,247,1
14921,337626,4656,1,47758,20210817,2840,1,502,502,1
14922,94564,2688,72,34341,20230602,4605,3,2713,8139,1
14923,524316,278,61,38679,20210415,3819,3,2198,6594,1
14924,342594,2977,7,27168,20210626,736,3,4841,14523,1
14925,427360,8650,19,23164,20201005,1969,2,4373,8746,1
14926,406878,5675,95,12576,20210525,4318,3,4848,14544,1
14927,161155,8604,50,12686,20230519,1246,2,387,774,1
14928,116617,6911,41,49059,20230501,2936,3,1767,5301,1
14929,428463,9039,99,15523,20230511,3748,3,4806,14418,1
14930,211872,2667,46,13991,20211109,794,2,2433,4866,1
14931,49305,1889,22,29222,20220725,932,1,4695,4695,1
14932,593021,2407,50,41725,20200810,2484,3,1457,4371,1
14933,251304,5352,25,16073,20230327,589,3,3060,9180,1
14934,2363,7274,18,44359,20230218,301,3,3575,10725,1
14935,313357,3487,95,17215,20200214,4796,2,2198,4396,1
14936,500650,7533,12,14343,20230710,1221,1,3401,3401,1
14937,66368,9288,37,28768,20211117,4034,2,4540,9080,1
14938,11494,2699,24,45315,20230218,1219,2,3414,6828,1
14939,511171,3326,50,40151,20210830,3523,2,1184,2368,1
14940,84264,4216,74,4901,20230413,2594,4,2447,9788,1
14941,213089,2840,81,24271,20221011,2362,1,4974,4974,1
14942,499466,7549,60,10559,20231022,4662,3,2404,7212,1
14943,233444,7389,62,14425,20230418,3005,3,3365,10095,1
14944,179336,7492,56,22947,20210501,823,3,3692,11076,1
14945,119202,3919,68,20906,20230304,4560,1,1509,1509,1
14946,257901,5129,66,9371,20200311,4034,2,3734,7468,1
14947,139120,3671,37,35542,20211028,4968,1,4840,4840,1
14948,545346,785,20,732,20210918,1274,2,4281,8562,1
14949,109533,5462,94,2266,20210816,3645,4,958,3832,1
14950,467620,726,31,8676,20200306,1713,1,2915,2915,1
14951,123007,1802,100,40298,20230407,2980,4,2169,8676,1
14952,214648,1719,17,18642,20220425,4133,1,4884,4884,1
14953,138980,4871,91,38265,20210405,4425,4,686,2744,1
14954,208104,5631,8,38933,20230827,2312,1,1963,1963,1
14955,423719,6932,31,5014,20220217,4866,3,3336,10008,1
14956,422539,1451,79,17653,20200613,2966,2,4417,8834,1
14957,224909,9107,61,32024,20220301,4353,4,4989,19956,1
14958,242033,4638,63,392,20210409,3592,3,3964,11892,1
14959,153416,3633,7,19665,20211012,3140,2,1624,3248,1
14960,559631,3184,30,19746,20230329,3578,1,567,567,1
14961,592179,7262,94,36050,20221005,2463,3,2080,6240,1
14962,361102,534,68,30961,20201125,1843,2,3192,6384,1
14963,335421,5528,97,42909,20221230,762,4,2773,11092,1
14964,6522,5634,3,6879,20231223,4072,3,2957,8871,1
14965,436867,6506,95,1774,20211212,3275,3,4943,14829,1
14966,184148,8625,98,18557,20211226,1282,1,2143,2143,1
14967,576513,6315,99,15325,20210914,1297,3,3306,9918,1
14968,262031,8882,94,15612,20220728,1221,4,2430,9720,1
14969,314058,6780,6,34965,20210314,4033,2,4153,8306,1
14970,226127,2472,3,19567,20231006,1606,2,3129,6258,1
14971,577191,149,17,25837,20200824,4979,1,686,686,1
14972,349975,3192,17,15758,20221129,4333,1,1282,1282,1
14973,12885,6590,97,40057,20230427,3794,4,3053,12212,1
14974,457805,6117,80,7525,20231004,2503,1,794,794,1
14975,186557,212,9,29328,20220213,113,4,4095,16380,1
14976,297423,8071,81,28656,20220430,193,2,2374,4748,1
14977,28809,612,57,12245,20220605,2572,1,4550,4550,1
14978,251175,6292,85,13681,20210627,115,1,2902,2902,1
14979,143081,4654,35,40867,20210121,169,2,4872,9744,1
14980,413289,7768,10,7078,20210418,3698,1,2938,2938,1
14981,318312,8718,54,18595,20200330,4284,3,4138,12414,1
14982,268315,4690,50,37992,20230207,2662,3,2491,7473,1
14983,448990,4637,11,31043,20201015,4641,3,3664,10992,1
14984,96568,547,12,48575,20231011,2121,4,927,3708,1
14985,197427,4238,90,24835,20230215,3552,3,519,1557,1
14986,553986,9988,48,43716,20221119,1187,3,4834,14502,1
14987,466020,985,68,20192,20210314,1527,4,1592,6368,1
14988,212148,8266,34,37517,20230505,3153,1,647,647,1
14989,45981,3723,39,12045,20200520,3981,2,3511,7022,1
14990,66019,9114,45,29466,20230106,1476,3,235,705,1
14991,522297,8558,23,21961,20230125,2390,3,512,1536,1
14992,158135,2872,88,49128,20200921,1929,2,1926,3852,1
14993,541457,2338,75,5686,20230615,1947,4,1896,7584,1
14994,156457,408,42,41753,20200609,2198,2,4965,9930,1
14995,486042,8710,6,14977,20230415,4819,3,1486,4458,1
14996,323819,7221,58,36089,20220714,2188,2,2833,5666,1
14997,173442,9441,28,37986,20231203,4887,2,4508,9016,1
14998,344385,1333,73,22829,20200703,1489,2,451,902,1
14999,424342,9794,54,26109,20200124,2665,1,168,168,1
15000,1393,7909,82,42137,20231212,589,3,4854,14562,1
15001,102855,439,84,32775,20230917,283,1,1852,1852,1
15002,471989,535,2,47023,20210829,2337,3,4963,14889,1
15003,122617,6417,39,6816,20220928,444,4,3663,14652,1
15004,303439,2879,90,46479,20230511,731,2,1333,2666,1
15005,189767,2668,90,958,20210217,764,3,2284,6852,1
15006,517617,9193,15,9488,20200416,4913,1,4472,4472,1
15007,88248,3814,68,28674,20200907,2266,4,4634,18536,1
15008,354310,5578,63,37043,20201202,4262,1,2943,2943,1
15009,77621,958,87,46507,20230514,3547,2,1847,3694,1
15010,180226,2229,39,19193,20230305,1792,4,4083,16332,1
15011,162289,302,44,40361,20200621,2539,3,2101,6303,1
15012,254635,4029,1,42677,20220318,2611,2,3130,6260,1
15013,563455,2424,26,46561,20220812,2934,4,4464,17856,1
15014,148047,5983,54,10809,20211003,2458,1,465,465,1
15015,252342,6225,12,17280,20210518,3110,1,1931,1931,1
15016,567572,333,29,6311,20210101,964,3,245,735,1
15017,574356,3080,88,21842,20220728,1586,2,451,902,1
15018,212338,606,28,7746,20231205,598,3,3976,11928,1
15019,149355,2727,55,48229,20200630,3905,3,602,1806,1
15020,12115,2709,24,12382,20220319,705,3,4369,13107,1
15021,585146,4081,46,21705,20230509,2960,4,4761,19044,1
15022,591616,6241,37,33789,20200403,4924,2,4017,8034,1
15023,309378,7639,30,41127,20220601,3138,3,3635,10905,1
15024,496464,1038,89,38790,20200413,249,1,3762,3762,1
15025,81913,6261,78,3837,20221203,952,2,194,388,1
15026,141157,3587,78,27507,20210705,2482,4,2600,10400,1
15027,396761,5963,50,38340,20200312,2337,2,2581,5162,1
15028,67223,6037,42,15217,20210120,814,1,2181,2181,1
15029,328597,1968,51,41337,20220616,4034,2,1730,3460,1
15030,538364,1081,13,37125,20230417,4817,4,3216,12864,1
15031,582742,8177,16,18960,20231013,1176,4,4672,18688,1
15032,79266,849,15,26190,20200508,1560,2,4660,9320,1
15033,249957,1955,37,22918,20200710,1548,2,3516,7032,1
15034,244497,6151,92,39748,20221013,1948,3,736,2208,1
15035,53636,9072,23,2504,20230128,1284,2,2240,4480,1
15036,181518,3837,93,1869,20211102,193,2,1603,3206,1
15037,471949,2686,15,11176,20231103,971,4,2024,8096,1
15038,595845,3566,28,43189,20211015,3038,3,3531,10593,1
15039,402356,234,2,45444,20231031,4095,4,4949,19796,1
15040,451628,4811,72,7941,20230323,932,3,1070,3210,1
15041,272178,5417,44,20307,20211030,3071,2,2772,5544,1
15042,393830,5941,1,23621,20220509,2803,4,1385,5540,1
15043,287676,6423,21,34119,20230206,836,1,2354,2354,1
15044,275812,3669,34,17560,20230408,677,2,1693,3386,1
15045,528006,3493,27,35656,20231025,2676,2,4303,8606,1
15046,408114,6775,57,43896,20230518,1882,4,1798,7192,1
15047,28307,5555,18,28995,20231109,2744,2,2274,4548,1
15048,32100,9454,60,2936,20210710,547,2,122,244,1
15049,214715,5927,33,33078,20200319,2151,4,3213,12852,1
15050,534304,4250,84,31516,20200317,3343,1,1643,1643,1
15051,536189,7778,25,15587,20210720,4612,1,823,823,1
15052,474478,9146,87,40963,20200725,2576,2,4646,9292,1
15053,466015,957,39,46982,20220505,2624,2,2458,4916,1
15054,426117,4623,8,41332,20230703,1098,1,1377,1377,1
15055,32066,9315,49,29580,20230626,866,3,1695,5085,1
15056,116139,9390,32,47401,20220529,2584,4,1505,6020,1
15057,266179,6380,42,35184,20220623,391,4,4550,18200,1
15058,436044,9474,24,31871,20220629,2103,1,1571,1571,1
15059,282249,1935,88,37725,20210104,4327,4,2754,11016,1
15060,170662,9114,46,1549,20210226,2892,3,2396,7188,1
15061,214095,6494,33,25553,20220813,2010,4,4958,19832,1
15062,183904,95,72,43535,20230612,3734,3,3908,11724,1
15063,153087,1973,30,7268,20211007,685,1,3735,3735,1
15064,490980,9293,3,22274,20210628,323,3,1286,3858,1
15065,236024,3802,24,38325,20210526,605,2,4134,8268,1
15066,565817,1815,100,25241,20221114,2894,3,1504,4512,1
15067,423619,895,27,47890,20231025,1083,2,4566,9132,1
15068,125032,2680,7,47306,20230203,2163,4,1679,6716,1
15069,411662,7504,96,43820,20200403,4326,3,717,2151,1
15070,15303,480,86,22297,20231225,1582,4,3078,12312,1
15071,8942,9412,99,30266,20220713,520,1,1775,1775,1
15072,428569,1561,13,2052,20220713,3926,3,1608,4824,1
15073,452222,9975,78,46656,20221023,2794,3,2880,8640,1
15074,1223,5736,11,19611,20220304,887,4,2499,9996,1
15075,295562,506,45,23977,20230531,3068,4,2115,8460,1
15076,23398,383,76,27223,20230313,4244,2,2669,5338,1
15077,539326,5119,72,27953,20211204,1991,4,1498,5992,1
15078,174259,4613,62,31704,20230626,3608,2,2148,4296,1
15079,10970,3315,76,35349,20230103,2939,1,2611,2611,1
15080,134810,2490,31,38897,20200401,4573,3,3565,10695,1
15081,145255,9066,2,11470,20230903,3592,1,3007,3007,1
15082,186936,429,13,312,20220212,1889,3,1910,5730,1
15083,358016,571,40,37682,20230623,1910,3,275,825,1
15084,564043,6961,1,49499,20230706,2211,2,2637,5274,1
15085,106997,8693,63,22888,20220710,3689,2,2582,5164,1
15086,165281,6469,29,23561,20230803,709,3,550,1650,1
15087,344918,2879,86,7771,20220605,1933,1,2879,2879,1
15088,452253,6941,84,12685,20220618,2089,2,414,828,1
15089,43478,7987,44,34847,20210311,1030,2,3346,6692,1
15090,118466,2730,85,15211,20210512,4522,4,3519,14076,1
15091,329361,648,70,21240,20220630,2116,1,2569,2569,1
15092,58682,8924,28,44038,20220111,2853,4,3121,12484,1
15093,255971,9219,33,23748,20200725,2764,3,529,1587,1
15094,466930,3594,94,45418,20230610,3374,2,3548,7096,1
15095,257241,4720,51,11859,20210213,2023,3,4308,12924,1
15096,586063,2722,20,3267,20230911,1818,3,422,1266,1
15097,517345,4358,57,26959,20200405,2558,1,1963,1963,1
15098,424731,472,72,32625,20220808,3034,2,4153,8306,1
15099,181700,1768,15,11556,20200819,4949,2,2991,5982,1
15100,56996,3773,70,4225,20210829,3571,4,2087,8348,1
15101,58269,4849,89,3087,20220520,4465,3,1335,4005,1
15102,230325,5721,74,4795,20230607,4584,2,1876,3752,1
15103,412672,1791,99,21922,20231230,2946,3,3040,9120,1
15104,44203,8694,99,13708,20220412,2527,1,505,505,1
15105,367731,5876,84,18871,20221130,4959,4,2176,8704,1
15106,114980,303,26,14558,20230826,3652,3,2128,6384,1
15107,93954,5409,29,43527,20201210,1263,2,2715,5430,1
15108,448261,52,52,9841,20210625,3244,1,4647,4647,1
15109,202702,3776,91,23941,20230522,3748,2,3671,7342,1
15110,421521,9851,56,49983,20200328,88,1,1621,1621,1
15111,323032,9881,82,44916,20210328,2228,4,720,2880,1
15112,226746,8558,7,36417,20210910,2966,2,2169,4338,1
15113,401473,4834,60,22408,20230413,4382,2,475,950,1
15114,548257,3653,9,43770,20201201,1837,4,1259,5036,1
